item_id,labels,en,es,de,fr,nl,it,pt
parent_survey_child_334,ChildSCSitems,Your child listens to others' points of view.,Su niño(a) escucha los puntos de vista de los demás.,Ihr Kind hört sich die Meinung anderer an.,Votre enfant écoute les points de vue des autres.,Uw kind luistert naar andermans standpunten.,,
parent_survey_child_335,ChildSCSitems,Your child can give suggestions without being bossy.,Su niño(a) sabe hacer sugerencias sin ser autoritario.,"Ihr Kind kann Vorschläge machen, ohne bestimmerisch zu sein.",Votre enfant peut donner des suggestions sans être autoritaire.,Uw kind kan suggesties geven zonder bazig te zijn.,,
parent_survey_child_336,ChildCBQitems,Please indicate <i>how well</i> each statement describes your child.,"Por favor, indique <i>qué tanto</i> describe cada enunciado a su niño(a).","Bitte geben Sie an, <b>wie gut</b> jede Aussage Ihr Kind beschreibt.",Veuillez indiquer <i>à quel point</i> chaque déclaration décrit votre enfant.,Geef aan <i>hoe goed</i> elke uitspraak uw kind beschrijft.,,
parent_survey_child_337,ChildCBQitems,Not at all,Para nada,Stimmt überhaupt nicht zu,Pas du tout,Helemaal niet,,
parent_survey_child_338,ChildCBQitems,Not very well,Un poco,Stimmt eher nicht zu,Pas très bien,Niet zo goed,,
parent_survey_child_339,ChildCBQitems,Somewhat well,Bastante,Stimmt eher zu,Assez bien,Redelijk goed,,
parent_survey_child_340,ChildCBQitems,Very well,Completamente,Stimmt voll und ganz zu,Très bien,Heel goed,,
parent_survey_child_341,ChildCBQitems,Your child understands others' feelings.,Su niño(a) comprende los sentimientos de los demás.,Ihr Kind versteht die Gefühle von anderen.,Votre enfant comprend les sentiments des autres.,Uw kind begrijpt de gevoelens van anderen.,,
parent_survey_child_342,ChildCBQitems,Your child is socially aware of what is happening in a situation.,Su niño(a) está consciente de lo que ocurre en una situación social.,"Ihr Kind hat ein soziales Bewusstsein dafür, was in einer Situation geschieht.",Votre enfant est conscient de ce qui se passe dans une situation sociale.,Uw kind is zich sociaal bewust van wat er in een situatie gebeurt.,,
parent_survey_child_343,ChildCBQitems,Your child accurately interprets what a peer is trying to do.,Su niño(a) interpreta correctamente lo que un compañero está tratando de hacer.,"Ihr Kind versteht genau, was ein Gleichaltriger zu tun versucht.",Votre enfant interprète correctement ce qu'un pair essaie de faire.,Uw kind interpreteert nauwkeurig wat een leeftijdsgenoot probeert te doen.,,
parent_survey_child_344,ChildCBQitems,Your child exhibits good self-control in responding.,Su niño(a) muestra un buen autocontrol a la hora de responder.,Ihr Kind zeigt eine gute Selbstbeherrschung in seinen/ihren Reaktionen.,Votre enfant fait preuve de bon contrôle de soi lors de ses réponses.,Uw kind toont goed zelfbeheersing in reacties.,,
parent_survey_child_345,ChildCBQitems,Your child generates <i>many</i> solutions to interpersonal problems.,Su niño(a) genera <i>muchas</i> soluciones a los problemas interpersonales.,Ihr Kind findet <i>viele</i> Lösungen für zwischenmenschliche Probleme.,Votre enfant trouve de nombreuses solutions aux problèmes interpersonnels.,Uw kind genereert <i>veel</i> oplossingen voor interpersoonlijke problemen.,,
parent_survey_child_346,ChildCBQitems,Your child generates <i>good quality</i> solutions to interpersonal problems.,Su niño(a) <i>genera buenas</i> soluciones a los problemas interpersonales.,Ihr Kind entwickelt <i>gute</i> Lösungen für zwischenmenschliche Probleme.,Votre enfant trouve des solutions de bonne qualité aux problèmes interpersonnels.,Uw kind genereert <i>goede kwaliteit</i> oplossingen voor interpersoonlijke problemen.,,
parent_survey_child_347,ChildCBQitems,Your child is aware of the effects of his/her behavior on others.,Su niño(a) está consciente de los efectos que tiene su comportamiento en los demás.,"Ihr Kind ist sich bewusst, welche Auswirkungen sein Verhalten auf andere hat.",Votre enfant est conscient des effets de son comportement sur les autres.,Uw kind is zich bewust van de effecten van zijn/haar gedrag op anderen.,,
parent_survey_child_348,ChildCBQitems,Your child tries to make sad people happier.,Su niño(a) trata de animar a las personas que están tristes.,"Ihr Kind versucht, traurige Menschen glücklicher zu machen.",Votre enfant essaie de rendre les gens tristes plus heureux.,Uw kind probeert verdrietige mensen gelukkiger te maken.,,
parent_survey_child_349,ChildCBQitems,Your child helps others with their homework.,Su niño(a) ayuda a los demás a hacer sus tareas.,Ihr Kind hilft anderen bei ihren Hausaufgaben.,Votre enfant aide les autres avec leurs devoirs.,Uw kind helpt anderen met hun huiswerk.,,
parent_survey_child_350,ChildCBQitems,Your child lets others use her/his toys or items.,Su niño(a) permite que los demás usen sus juguetes u objetos.,Ihr Kind lässt andere sein Spielzeug oder seine Gegenstände benutzen.,Votre enfant permet aux autres d'utiliser ses jouets ou objets.,Uw kind laat anderen zijn/haar speelgoed of spullen gebruiken.,,
parent_survey_child_351,ChildJukesItems,Please indicate <i>how well</i> each statement describes your child.,"Por favor, indique <i>qué tanto</i> describe cada enunciado a su niño(a).","Bitte geben Sie an, <b>wie gut</b> jede Aussage Ihr Kind beschreibt.",Veuillez indiquer <i>à quel point</i> chaque déclaration décrit votre enfant.,Geef aan <i>hoe goed</i> elke uitspraak uw kind beschrijft.,,
parent_survey_child_352,ChildJukesItems,Not at all,Para nada,Stimmt überhaupt nicht zu,Pas du tout,Helemaal niet,,
parent_survey_child_353,ChildJukesItems,Not very well,Un poco,Stimmt eher nicht zu,Pas très bien,Niet zo goed,,
parent_survey_child_354,ChildJukesItems,Somewhat well,Bastante,Stimmt eher zu,Assez bien,Redelijk goed,,
parent_survey_child_355,ChildJukesItems,Very well,Completamente,Stimmt voll und ganz zu,Très bien,Heel goed,,
parent_survey_child_356,ChildJukesItems,Your child is curious to investigate and understand new things.,Su niño(a) siente curiosidad por investigar y comprender cosas nuevas.,Ihr Kind ist neugierig und will neue Dinge erforschen und verstehen.,Votre enfant est curieux de découvrir et de comprendre de nouvelles choses.,Uw kind is nieuwsgierig om nieuwe dingen te onderzoeken en te begrijpen.,,
parent_survey_child_357,ChildJukesItems,Your child is able to make observations and deductions before being told an answer.,Su niño(a) es capaz de hacer observaciones y deducciones antes de que le den una respuesta.,"Ihr Kind ist in der Lage zu beobchten und Schlussfolgerungen zu ziehen, bevor es eine Antwort erhält.",Votre enfant est capable de faire des observations et des déductions avant qu'on lui donne une réponse.,Uw kind kan waarnemingen en deducties maken voordat hij/zij een antwoord krijgt.,,
parent_survey_child_358,ChildJukesItems,Your child gives unique responses that go beyond those of other children.,Su niño(a) da respuestas únicas que superan las de otros niños.,"Ihr Kind gibt einzigartige Antworten, die über die von anderen Kindern hinausgehen.",Votre enfant donne des réponses uniques qui vont au-delà de celles des autres enfants.,Uw kind geeft unieke antwoorden die verder gaan dan die van andere kinderen.,,
parent_survey_child_359,ChildJukesItems,Your child often wants to learn new things.,Su niño(a) a menudo quiere aprender cosas nuevas.,Ihr Kind möchte oft neue Dinge lernen.,Votre enfant veut souvent apprendre de nouvelles choses.,Uw kind wil vaak nieuwe dingen leren.,,
parent_survey_child_360,ChildJukesItems,Your child investigates new objects that appear in the household or community spaces.,Su niño(a) explora nuevos objetos que aparecen en el hogar o en los espacios comunitarios.,"Ihr Kind erforscht neue Gegenstände, die im Haushalt oder in der Gemeinschaft auftauchen.",Votre enfant explore de nouveaux objets qui apparaissent à la maison ou dans les espaces communautaires.,Uw kind onderzoekt nieuwe objecten die in het huishouden of in gemeenschappelijke ruimtes verschijnen.,,
parent_survey_child_361,ChildJukesItems,Your child likes to ask many questions.,A su niño(a) le gusta hacer muchas preguntas.,Ihr Kind stellt gerne viele Fragen.,Votre enfant aime poser beaucoup de questions.,Uw kind stelt graag veel vragen.,,
parent_survey_child_362,ChildJukesItems,"If your child makes a mistake, they ask forgiveness.",Su niño(a) pide perdón si comete un error.,"Wenn Ihr Kind einen Fehler macht, bittet es um Entschuldigung.","Si votre enfant fait une erreur, il demande pardon.","Als uw kind een fout maakt, vraagt het om vergiffenis.",,
parent_survey_child_363,ChildJukesItems,Your child often plans their own tasks well.,Su niño(a) suele planificar bien sus propias tareas.,Ihr Kind plant seine eigenen Aufgaben oft gut.,Votre enfant planifie souvent bien ses propres tâches.,Uw kind plant zijn eigen taken vaak goed.,,
parent_survey_child_364,ChildJukesItems,Your child completes their own work without being asked or reminded to do so.,Su niño(a) realiza sus trabajos sin que nadie se lo pida ni se lo recuerde.,"Ihr Kind erledigt seine Arbeit selbst, ohne darum gebeten oder daran erinnert zu werden.",Votre enfant termine son travail sans qu'on le lui demande ou qu'on lui rappelle de le faire.,Uw kind voltooit zijn eigen werk zonder dat hij dat gevraagd of eraan herinnerd hoeft te worden.,,
parent_survey_child_365,ChildJukesItems,Your child works diligently when trying to complete tasks or chores.,Su niño(a) es diligente cuando realiza sus tareas o quehaceres.,"Ihr Kind arbeitet fleißig, wenn es versucht, Aufgaben oder Hausarbeiten zu erledigen.",Votre enfant travaille avec diligence lorsqu'il essaie de terminer des tâches ou des corvées.,Uw kind werkt hard bij het voltooien van taken of klusjes.,,
parent_survey_child_366,ChildJukesItems,"If your child cannot do something, they try again.","Si su niño(a) no consigue hacer algo, lo intenta de nuevo.","Wenn Ihr Kind etwas nicht schafft, versucht es es noch einmal.","Si votre enfant ne peut pas faire quelque chose, il réessaie.","Als uw kind iets niet kan doen, probeert het het opnieuw.",,
parent_survey_child_367,ChildJukesItems,Your child likes to finish tasks properly.,A su niño(a) le gusta terminar sus tareas correctamente.,"Ihr Kind mag es, Aufgaben ordentlich zu erledigen.",Votre enfant aime finir ses tâches correctement.,Uw kind voltooit graag taken goed.,,
parent_survey_child_368,ChildJukesItems,Your child is slow and unhurried in deciding what to do next.,Su niño(a) es pausado y no tiene prisas a la hora de decidir lo que va a hacer.,"Ihr Kind entscheidet langsam und ohne Eile, was es als Nächstes tun will.",Votre enfant est lent et sans hâte à décider ce qu'il doit faire ensuite.,Uw kind neemt de tijd en haast zich niet bij het beslissen wat het vervolgens gaat doen.,,
parent_survey_child_369,ChildJukesItems,Your child continues with a task even when it is tiring.,Su niño(a) continúa con una tarea aunque le resulte agotadora.,"Ihr Kind macht mit einer Aufgabe weiter, auch wenn sie ermüdend ist.",Votre enfant poursuit une tâche même lorsqu'elle est fatigante.,"Uw kind gaat door met een taak, ook al is deze vermoeiend.",,
parent_survey_child_370,ChildJukesItems,Your child easily agrees to do tasks or errands.,Su niño(a) acepta fácilmente hacer tareas o mandados.,"Ihr Kind erklärt sich leicht bereit, Aufgaben oder Besorgungen zu erledigen.",Votre enfant accepte facilement de faire des tâches ou des courses.,Uw kind stemt er gemakkelijk mee in om taken of klusjes te doen.,,
parent_survey_child_371,ChildJukesItems,Your child willingly follows instructions.,Su niño(a) sigue las instrucciones con buena voluntad.,Ihr Kind folgt bereitwillig Anweisungen.,Votre enfant suit volontiers les instructions.,Uw kind volgt zonder aarzeling instructies op.,,
parent_survey_child_372,ChildJukesItems,"When your child is directed to complete a task, they do it enthusiastically.","Cuando a su niño(a) se le pide que haga una tarea, la hace con entusiasmo.","Wenn Ihr Kind angewiesen wird, eine Aufgabe zu erledigen, tut es dies mit Begeisterung.","Lorsque votre enfant reçoit l'instruction d'accomplir une tâche, il le fait avec enthousiasme.","Wanneer uw kind wordt opgedragen een taak te voltooien, doet het dat enthousiast.",,
parent_survey_child_373,ChildJukesItems,"When your child is sent to complete an errand, they return on time. (if this item does not apply to your child, please leave it blank)","Cuando a su niño(a) se le pide hacer un mandado, regresa a tiempo. (si este punto no se aplica a su niño(a), déjelo en blanco)","Wenn Ihr Kind eine Besorgung machen soll, kommt es pünktlich zurück. (wenn dieser Punkt nicht auf Ihr Kind zutrifft, lassen Sie ihn bitte frei)","Lorsque votre enfant est envoyé pour une course, il revient à temps. (si cet item ne s'applique pas à votre enfant, veuillez le laisser vide)","Wanneer uw kind wordt gestuurd om een boodschap te doen, komt het op tijd terug. (Als dit niet van toepassing is op uw kind, laat het dan leeg)",,
parent_survey_child_374,ChildJukesItems,"If your child is told to do a chore, they do it.","Si se le pide su niño(a) que haga una tarea, la hace.","Wenn Ihr Kind aufgefordert wird, eine Aufgabe zu erledigen, tut es das auch.","Si on demande à votre enfant de faire une corvée, il la fait.","Als uw kind gevraagd wordt een klusje te doen, doet het dat.",,
parent_survey_child_375,ChildJukesItems,Your child is respectful towards adults.,Su niño(a) es respetuoso con los adultos.,Ihr Kind ist respektvoll gegenüber Erwachsenen.,Votre enfant est respectueux envers les adultes.,Uw kind is respectvol tegenover volwassenen.,,
parent_survey_child_376,ChildFriends,"Compared to other children their age, how much difficulty does your child have making or keeping friends?","En comparación con otros niños(as) de su edad, ¿cuánta dificultad tiene su niño(a) para hacer amigos y mantener las amistades?","Wie schwierig ist es für Ihr Kind im Vergleich zu anderen Kindern in seinem Alter, Freunde zu finden oder zu behalten?","Comparé à d'autres enfants de son âge, à quel point votre enfant a-t-il des difficultés à se faire ou à garder des amis ?","Vergeleken met andere kinderen van hun leeftijd, hoeveel moeite heeft uw kind met het maken of behouden van vrienden?",,
